Census Tract,PM2.5 Score,PM2.5 Weight,Pollution Burden Score,PB Weight,Education Score,Edu Weight,Poverty Score,Pov Weight,Unemployment Score,Unemp Weight,Housing Burden Score,HB Weight,Ling Iso Score,LI Weight,Incarceration Score,Incar Weight,Avg. Energy Burden (% income),Energy Burden Score,EB Weight,Cumulative Weighted Score (Ignore NaNs)
6037123203,6.106074815,,7.58,,8.884888489,,9.338743613,,2.523,,9.388694347,,7.871,,6.825075834,,3,2.857142857,,6.548531721
6037123204,6.106074815,,6.98,,8.647864786,,8.38493137,,8.039,,9.682841421,,8.977,,3.720930233,,3,2.857142857,,7.141013424
6037123205,6.106074815,,7.39,,8.788878888,,7.607454163,,3.358,,9.127563782,,9.212,,5.227502528,,2,1.428571429,,6.084136501
6037123206,6.096696884,,7.7,,9.252925293,,9.103296263,,5.725,,9.853926963,,9.548,,2.770475228,,3,2.857142857,,6.95954229
6037123301,6.118578723,,7.57,,6.937693769,,6.05550546,,3.921,,9.023511756,,7.445,,2.841253792,,2,1.428571429,,5.433061867
6037123303,6.245701782,,7.69,,7.679767977,,7.568379922,,8.675,,9.733866933,,9.146,,3.781597573,,3,2.857142857,,7.103048636
6037123304,6.114410753,,8.27,,6.268626863,,7.694619778,,6.998,,9.066533267,,9.529,,3.720930233,,2,1.428571429,,6.436679643
6037123410,6.30405335,,7.45,,7.799779978,,7.442140066,,4.435,,9.784892446,,9.403,,5.096056623,,2,1.428571429,,6.281559246
6037123420,6.245701782,,7.37,,7.188718872,,8.092375513,,4.826,,9.691845923,,9.07,,6.046511628,,2,1.428571429,,6.431604352
6037123510,6.30405335,,6.63,,7.155715572,,7.466185753,,4.986,,8.183091546,,9.529,,1.425682508,,2,1.428571429,,5.736069554
6037123520,6.264457643,,6.24,,7.108710871,,8.118425008,,9.33,,7.021510755,,8.63,,5.470171891,,2,1.428571429,,6.59518719
6037123601,6.249869751,,6.22,,6.410641064,,6.522392546,,5.938,,5.069534767,,8.135,,2.173913043,,2,1.428571429,,5.089210109
6037123602,6.430134417,,6.15,,6.00060006,,6.397154594,,5.389,,8.67833917,,5.001,,0.7077856421,,2,1.428571429,,5.178113334
6037123700,6.172762322,,6.24,,6.803680368,,5.901212303,,2.82,,7.989994997,,8.384,,1.122345804,,2,1.428571429,,4.9185037
6037123800,6.048765239,,6.44,,5.02450245,,5.771966737,,2.941,,8.549274637,,6.414,,3.518705763,,2,1.428571429,,4.904999031
6037123901,6.048765239,,6.83,,7.04070407,,5.855124737,,0.972,,8.983491746,,7.031,,3.094034378,,2,1.428571429,,4.861663343
6037123902,6.127956653,,6.26,,1.97519752,,6.295962328,,6.153,,4.75937969,,3.534,,2.446916077,,2,1.428571429,,4.330977639
6037124000,6.187350214,,5.54,,4.518451845,,2.9916842,,6.84,,5.645822911,,4.436,,0.2831142568,,1,0,,3.879161472
6037124102,6.182140252,,6.61,,6.825682568,,7.873960525,,0.321,,9.39869935,,6.772,,4.62082912,,2,1.428571429,,5.235756113
6037124103,6.124830676,,6.76,,8.432843284,,8.76164713,,4.699,,8.787393697,,9.311,,7.724974722,,3,2.857142857,,6.824102282
6037124104,6.124830676,,6.14,,6.610661066,,8.46808937,,6.451,,9.247623812,,7.69,,1.718907988,,2,1.428571429,,6.118029019
6037124105,6.124830676,,5.84,,6.121612161,,7.716661657,,5.126,,8.193096548,,9.368,,8.321536906,,2,1.428571429,,6.209747849
6037124201,6.098780869,,7.08,,7.585758576,,5.232942591,,8.233,,9.227613807,,5.822,,4.459049545,,2,1.428571429,,6.068434784
6037124203,6.193602167,,6.55,,7.294729473,,7.639515079,,4.435,,8.074037019,,6.441,,7.644084934,,3,2.857142857,,6.143504928
6037124204,6.193602167,,6.99,,7.97979798,,8.251678189,,9.24,,9.824912456,,7.167,,7.037411527,,2,1.428571429,,7.176868611
6037124300,6.091486923,,6.64,,7.342734273,,8.061316501,,4.986,,7.780890445,,8.404,,5.318503539,,3,2.857142857,,6.229876089
6037124400,6.095654892,,5.46,,2.883288329,,4.587716662,,6.153,,3.966983492,,5.515,,4.964610718,,2,1.428571429,,4.309299479
6037124500,6.430134417,,5.56,,3.522352235,,5.296062519,,0.19,,7.051525763,,3.697,,0.2831142568,,2,1.428571429,,3.504120392
6037124600,6.361362926,,6.12,,1.578157816,,4.701933674,,7.474,,5.404702351,,3.814,,1.536905966,,2,1.428571429,,4.314912479
6037124700,6.301969365,,5.95,,2.694269427,,3.386434225,,5.502,,5.645822911,,2.142,,1.557128413,,1,0,,3.522222723
6037124902,6.095654892,,5.08,,1.836183618,,7.466185753,,8.675,,8.92046023,,8.384,,5.591506572,,2,1.428571429,,6.194603833
6037124903,6.187350214,,5.02,,3.95339534,,5.40727382,,9.155,,9.227613807,,5.979,,4.580384226,,1,0,,5.646721334
6037125100,6.15400646,,5.78,,3.349334933,,3.822262298,,3.502,,7.904952476,,4.281,,N/A,,1,0,,0
6037125101,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.420626896,,,N/A,,0
6037125102,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.274014156,,,N/A,,0
6037125200,6.128998645,,7.16,,4.307430743,,5.354172929,,8.619,,7.685842921,,5.423,,4.984833165,,2,1.428571429,,5.651122946
6037125310,6.191518183,,7.06,,5.673567357,,6.625588618,,4.986,,9.293646823,,7.337,,3.174924166,,2,1.428571429,,5.642493365
6037125320,6.225903928,,7.07,,4.307430743,,7.33794209,,1.318,,8.847423712,,7.373,,N/A,,2,1.428571429,,0
6037125321,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.854398382,,,N/A,,0
6037125322,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.316481294,,,N/A,,0
6037125401,6.14462853,,6.77,,1.255125513,,4.946398156,,2.257,,5.970985493,,4.09,,N/A,,1,0,,0
6037125402,6.14462853,,6.69,,2.277227723,,4.72297365,,6.563,,7.71985993,,2.377,,0.242669363,,1,0,,4.169445734
6037125403,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.826086957,,,N/A,,0
6037125404,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.244691608,,,N/A,,0
6037125501,6.176930291,,7.21,,3.262326233,,6.637611462,,5.502,,8.768384192,,4.909,,0.839231547,,2,1.428571429,,5.075724706
6037125502,6.19047619,,7.35,,1.881188119,,4.496543433,,8.619,,7.596798399,,3.646,,2.891809909,,2,1.428571429,,5.00379434
6037125600,6.515577785,,7.71,,0.5100510051,,3.563771165,,6.153,,7.339669835,,5.631,,4.903943377,,1,0,,4.409191205
6037127102,6.578097322,,6.78,,8.199819982,,8.251678189,,7.71,,8.809404702,,8.883,,6.875631951,,2,1.428571429,,6.907523983
6037127103,6.351984995,,7.32,,6.376637664,,8.075343152,,1.439,,8.969484742,,8.971,,4.843276036,,2,1.428571429,,5.584418234
6037127104,6.576013338,,7.05,,6.920692069,,9.375814047,,8.919,,9.482741371,,8.656,,1.122345804,,2,1.428571429,,6.836234626
6037127210,7.818068146,,7.49,,6.897689769,,7.507263801,,9.219,,6.091045523,,9.442,,6.855409505,,2,1.428571429,,6.621581673
6037127220,7.004272168,,7.05,,7.417741774,,8.72858431,,9.112,,9.619809905,,9.333,,4.368048534,,2,1.428571429,,7.158896164
6037127300,8.391163905,,7.77,,6.944694469,,6.346057509,,5.389,,8.151075538,,9.049,,3.852376138,,2,1.428571429,,5.912670082
6037127400,9.060122955,,8.36,,7.875787579,,8.031259393,,3.921,,9.64082041,,9.004,,7.01718908,,2,1.428571429,,6.581336734
6037127520,8.243201,,7.72,,9.493949395,,9.676385132,,8.363,,9.574787394,,9.748,,4.054600607,,2,1.428571429,,7.453936803
6037127603,9.091382724,,6.12,,8.292829283,,9.145376215,,8.039,,8.983491746,,9.016,,6.632962588,,2,1.428571429,,7.229324985
6037127604,9.168490153,,6.65,,8.380838084,,7.639515079,,7.09,,6.770385193,,9.777,,6.572295248,,2,1.428571429,,6.552533005
6037127605,9.091382724,,6.1,,8.333833383,,9.524095782,,5.252,,9.16158079,,9.36,,5.813953488,,2,1.428571429,,6.825623006
6037127606,8.929873919,,6.65,,6.712671267,,6.38513175,,5.502,,9.538769385,,8.644,,1.486349848,,2,1.428571429,,5.897423358
6037127711,8.396373867,,8.16,,7.251725173,,7.806832983,,8.675,,6.724362181,,8.17,,4.368048534,,2,1.428571429,,6.475737078
6037127712,8.662081901,,5.92,,6.148614861,,7.683598838,,4.578,,9.023511756,,9.291,,4.661274014,,2,1.428571429,,6.084932739
6037127803,6.904240909,,6.27,,8.380838084,,7.607454163,,4.435,,7.904952476,,9.333,,2.98281092,,2,1.428571429,,5.841480347
6037127804,7.327289778,,5.65,,6.03160316,,7.079450957,,7.833,,8.908454227,,8.019,,4.762386249,,2,1.428571429,,6.320067283
6037127805,7.169948942,,6.04,,8.532853285,,8.133453562,,4.309,,9.388694347,,8.63,,2.345803842,,3,2.857142857,,6.294757994
6037127806,7.169948942,,6.61,,8.398839884,,8.649433924,,5.389,,9.425712856,,9.656,,4.196157735,,2,1.428571429,,6.576375761
6037127910,6.904240909,,6.32,,8.092809281,,8.915940287,,8.549,,9.662831416,,9.641,,6.349848332,,2,1.428571429,,7.299701271
6037127920,6.399916641,,6.65,,6.465646565,,7.824867248,,5.252,,9.435717859,,9.38,,6.440849343,,2,1.428571429,,6.385706333
6037128101,6.399916641,,5.82,,5.648564856,,7.253782186,,8.101,,8.393196598,,7.871,,6.602628918,,2,1.428571429,,6.374902119
6037128102,6.776075857,,5.62,,7.942794279,,8.684500551,,2.523,,9.776888444,,8.17,,6.49140546,,2,1.428571429,,6.126278242
6037128210,6.733354173,,6.35,,8.857885789,,9.779581204,,6.748,,9.975987994,,9.395,,7.512639029,,3,2.857142857,,7.559927183
6037128220,6.484318016,,5.84,,6.479647965,,8.71756337,,1.318,,9.795897949,,8.574,,7.492416582,,2,1.428571429,,5.927806468
6037128302,7.169948942,,7.73,,9.00590059,,8.78669472,,2.523,,9.630815408,,8.479,,3.569261881,,2,1.428571429,,6.120228902
6037128303,7.131395228,,7.03,,9.518951895,,9.490031059,,8.322,,9.953976988,,9.641,,6.238624874,,3,2.857142857,,7.792775802
6037128400,7.357507554,,8.68,,3.136313631,,5.447349965,,2.686,,4.75937969,,5.56,,1.739130435,,2,1.428571429,,3.999725582
6037128500,6.747942065,,6,,3.588358836,,4.412383529,,4.578,,8.364182091,,2.88,,3.01314459,,2,1.428571429,,4.49513499
6037128601,6.747942065,,6.48,,5.724572457,,7.62047891,,8.274,,9.834917459,,4.708,,1.890798787,,2,1.428571429,,6.128331489
6037128602,6.538501615,,5.38,,4.829482948,,3.215108707,,6.563,,6.892446223,,1.891,,5.571284125,,2,1.428571429,,4.565622296
6037128702,6.489527977,,5.94,,2.808280828,,3.267207695,,6.84,,8.151075538,,1.428,,N/A,,1,0,,0
6037128703,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.971688574,,,N/A,,0
6037128704,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.054600607,,,N/A,,0
6037128801,7.427321038,,6.35,,2.222222222,,4.000601142,,6.84,,7.845922961,,7.786,,0.04044489383,,2,1.428571429,,4.811750184
6037128802,6.944878608,,6.33,,2.506250625,,1.253381425,,1.066,,5.35967984,,3.465,,3.518705763,,1,0,,2.68998555
6037128910,6.901114932,,6.37,,2.366236624,,2.804328224,,7.41,,5.735867934,,2.555,,1.890798787,,1,0,,3.840300945
6037131010,9.566531208,,6.4,,7.532753275,,7.31590021,,3.644,,8.937468734,,9.437,,N/A,,2,1.428571429,,0
6037131020,9.935396478,,7,,8.314831483,,6.88908927,,1.584,,9.16158079,,8.429,,N/A,,3,2.857142857,,0
6037131021,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.714863498,,,N/A,,0
6037131022,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.471183013,,,N/A,,0
6037131023,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.24570273,,,N/A,,0
6037131024,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.137512639,,,N/A,,0
6037131100,9.363342711,,7.19,,6.135613561,,4.72297365,,1.831,,6.852426213,,N/A,,0.4651162791,,2,1.428571429,,0
6037131200,9.529019485,,5.36,,4.804480448,,3.5457369,,1.439,,8.131065533,,2.726,,6.349848332,,2,1.428571429,,4.254698964
6037131300,9.619672814,,5.39,,6.452645265,,5.516481314,,2.686,,9.531765883,,4.329,,5.389282103,,3,2.857142857,,5.441737189
6037131400,9.910388663,,6.05,,6.063606361,,5.457369001,,5.502,,8.364182091,,6.441,,4.479271992,,2,1.428571429,,5.580829917
6037131600,9.415442326,,5.92,,7.97979798,,5.340146278,,3.921,,5.925962981,,5.685,,6.450960566,,3,2.857142857,,5.353334399
6037131701,9.510263624,,5.62,,6.073607361,,5.217914037,,7.833,,7.509754877,,8.189,,5.126390293,,2,1.428571429,,5.93585765
6037131702,9.741585912,,5.83,,7.108710871,,4.849213506,,7.776,,8.847423712,,7.664,,5.267947422,,3,2.857142857,,6.396245671
6037131800,10,,6.57,,7.399739974,,6.943192065,,3.771,,8.364182091,,8.085,,N/A,,3,2.857142857,,0
6037131801,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.712841254,,,N/A,,0
6037131802,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.196157735,,,N/A,,0
6037131900,9.605084922,,5.99,,5.815581558,,3.523695021,,7.41,,9.306653327,,3.766,,5.733063701,,3,2.857142857,,5.816011916
6037132001,9.660310514,,7.01,,5.232523252,,3.409478008,,5.252,,6.649324662,,7.226,,3.316481294,,2,1.428571429,,4.857512616
6037132002,9.534229447,,7.52,,5.580558056,,4.741007915,,0.423,,4.135067534,,7.519,,2.13346815,,2,1.428571429,,3.841415304
6037132101,9.282067313,,6.9,,5.792579258,,5.844103797,,4.699,,3.366683342,,6.109,,5.813953488,,2,1.428571429,,4.757175149
6037132102,9.39460248,,7.55,,5.673567357,,6.121631099,,6.563,,9.227613807,,7.978,,2.861476239,,2,1.428571429,,6.019508307
6037132300,9.906220694,,6.78,,7.225722572,,7.52629997,,1.066,,9.103551776,,8.993,,N/A,,2,1.428571429,,0
6037132301,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.668351871,,,N/A,,0
6037132302,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.477249747,,,N/A,,0
6037132501,9.951026362,,5.47,,7.225722572,,5.659753532,,5.836,,7.402701351,,8.847,,2.932254803,,3,2.857142857,,5.881123135
6037132502,9.607168907,,5.81,,5.828582858,,7.910029055,,9.879,,8.983491746,,8.099,,1.041456016,,2,1.428571429,,6.621561773
6037132700,9.997916015,,7.29,,8.00380038,,6.87806833,,1.959,,9.388694347,,8.226,,5.187057634,,2,1.428571429,,5.820709569
6037132900,9.79993748,,7.43,,5.02450245,,4.526600541,,6.84,,7.187593797,,7.607,,0.3741152679,,2,1.428571429,,5.199102643
6037133000,9.599874961,,6.29,,7.00870087,,6.038473099,,7.605,,8.415207604,,6.886,,6.107178969,,3,2.857142857,,6.505755023
6037133100,9.595706992,,7.67,,5.534553455,,6.444244064,,4.184,,8.329164582,,8.993,,N/A,,2,1.428571429,,0
6037133101,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.649140546,,,N/A,,0
6037133102,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.67239636,,,N/A,,0
6037134001,7.116807336,,6.28,,8.914891489,,8.146478309,,3.921,,9.511755878,,8.356,,6.511627907,,3,2.857142857,,6.604444131
6037134002,7.116807336,,6.08,,7.649764976,,7.117523294,,2.941,,7.402701351,,7.41,,3.680485339,,2,1.428571429,,5.275876744
6037134101,8.964259664,,5.5,,8.390839084,,7.31590021,,6.998,,3.744872436,,9.237,,1.769464105,,2,1.428571429,,5.490409011
6037134103,7.184536834,,5.48,,5.340534053,,4.992485723,,5.938,,6.48024012,,4.957,,5.925176946,,2,1.428571429,,5.039527772
6037134104,8.964259664,,5.32,,6.825682568,,6.522392546,,3.227,,8.505252626,,8.814,,4.762386249,,2,1.428571429,,5.594109228
6037134201,6.299885381,,6.91,,6.897689769,,3.778178539,,2.257,,6.48024012,,7.577,,4.519716886,,2,1.428571429,,4.480805166
6037134302,5.418359904,,5.65,,4.858485849,,3.563771165,,6.998,,5.404702351,,6.519,,0.5460060667,,2,1.428571429,,4.377479764
6037134303,5.524643118,,6.53,,6.803680368,,4.651838493,,5.725,,7.155577789,,5.515,,2.477249747,,2,1.428571429,,4.914969537
6037134304,5.621548401,,6.11,,5.792579258,,4.992485723,,5.389,,7.155577789,,6.481,,1.08190091,,2,1.428571429,,4.784345599
6037134305,6.081067,,6.02,,9.472947295,,9.872758241,,4.578,,9.066533267,,9.671,,2.628918099,,2,1.428571429,,6.462949966
6037134306,5.784099198,,6.44,,6.693669367,,5.217914037,,1.318,,4.969484742,,7.852,,2.295247725,,2,1.428571429,,4.092583411
6037134421,5.142231947,,3.64,,0.7400740074,,0.591123134,,6.84,,1.013506753,,2.88,,5.298281092,,2,1.428571429,,2.781658222
6037134422,5.261019068,,5.08,,1.417141714,,0.7664562669,,5.619,,1.788894447,,2.377,,0.9605662285,,2,1.428571429,,2.481909742
6037134423,5.258935084,,4.4,,2.642264226,,2.316401162,,3.227,,6.054027014,,1.486,,3.316481294,,2,1.428571429,,3.227816331
6037134424,5.01615088,,3.1,,1.621162116,,0.9688407975,,7.253,,2.442221111,,2.29,,4.984833165,,2,1.428571429,,3.112771667
6037134520,6.31759925,,6.64,,8.548854885,,8.649433924,,2.257,,7.809904952,,9.252,,6.19817998,,2,1.428571429,,5.891712952
6037134521,6.542669584,,6.41,,9.629962996,,8.133453562,,6.153,,9.732866433,,9.793,,6.572295248,,2,1.428571429,,6.926156224
6037134522,5.784099198,,6.54,,8.133813381,,8.965033564,,6.84,,9.482741371,,8.993,,7.057633974,,3,2.857142857,,7.194872184
6037134710,8.596436386,,6.17,,8.357835784,,9.175433323,,6.342,,8.67833917,,9.092,,4.934277048,,2,1.428571429,,6.757067593
6037134720,9.236219652,,6.38,,6.855685569,,6.564472498,,7.669,,8.046023012,,7.31,,1.739130435,,2,1.428571429,,5.965027308
6037134800,9.231009691,,6.43,,5.97759776,,5.059613265,,6.563,,7.955977989,,5.151,,N/A,,2,1.428571429,,0
6037134801,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.597573306,,,N/A,,0
6037134802,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.31041456,,,N/A,,0
6037134901,9.384182557,,6.43,,5.052505251,,5.503456567,,2.941,,8.046023012,,6.772,,1.456016178,,2,1.428571429,,4.809794258
6037134903,7.529436282,,6.97,,4.829482948,,6.014427412,,6.563,,8.131065533,,8.17,,N/A,,1,0,,0
6037134904,7.529436282,,5.78,,7.509750975,,6.240857629,,5.938,,8.956478239,,7.519,,5.753286148,,2,1.428571429,,6.051079488
6037134905,8.132749818,,6.59,,0.4210421042,,5.031559964,,7.41,,7.904952476,,5.741,,0.111223458,,1,0,,4.595173288
6037134906,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.67239636,,,N/A,,0
6037134907,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.346814965,,,N/A,,0
6037135102,5.504845264,,5.7,,2.506250625,,2.065925258,,4.06,,0.7643821911,,2.804,,2.861476239,,2,1.428571429,,2.586595427
6037135111,5.769511306,,6.5,,3.95339534,,1.311491834,,N/A,,3.874937469,,3.814,,5.096056623,,2,1.428571429,,0
6037135113,5.807023028,,5.28,,2.550255026,,2.233243162,,3.502,,6.605302651,,4.538,,0.839231547,,1,0,,3.224740136
6037135114,6.58643326,,6.62,,1.97519752,,5.531509869,,8.363,,7.155577789,,8.135,,N/A,,1,0,,0
6037135115,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.3134479272,,,N/A,,0
6037135116,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.984833165,,,N/A,,0
6037135201,5.417317912,,5.25,,2.930293029,,2.080953812,,0.155,,3.366683342,,1.987,,7.320525784,,2,1.428571429,,2.672540817
6037135202,5.301656768,,4.76,,2.167216722,,2.377517283,,6.84,,3.366683342,,1.987,,0.3842264914,,2,1.428571429,,3.178265684
6037135203,5.110972179,,3.69,,2.589258926,,2.654042681,,4.578,,4.087043522,,5.11,,N/A,,2,1.428571429,,0
6037135204,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.386248736,,,N/A,,0
6037135205,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.1415571284,,,N/A,,0
6037137000,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.3033367037,,1,0,,0
6037137103,6.233197874,,6.38,,3.690369037,,2.187155596,,1.831,,4.552276138,,3.465,,0.2628918099,,1,0,,2.638241998
6037137104,8.275502761,,7.25,,N/A,,3.822262298,,3.502,,5.593796898,,4.436,,2.173913043,,2,1.428571429,,0
6037137201,5.553818902,,6.41,,3.728372837,,2.316401162,,N/A,,6.605302651,,5.201,,N/A,,2,1.428571429,,0
6037137202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.03437816,,,N/A,,0
6037137203,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.841253792,,,N/A,,0
6037137301,5.315202668,,4.14,,2.277227723,,0.3847309889,,4.699,,2.820410205,,1.428,,0.1617795753,,2,1.428571429,,2.3220183
6037137302,5.189121601,,3.81,,1.081108111,,1.111111111,,3.088,,1.842921461,,1.891,,0.4044489383,,2,1.428571429,,1.952730304
6037137401,5.615296447,,5.61,,0.899089909,,1.288448051,,4.986,,3.267633817,,1.891,,2.002022245,,2,1.428571429,,2.754791589
6037137402,5.361050328,,6.2,,1.725172517,,2.9916842,,4.578,,6.724362181,,6.017,,0.9201213347,,2,1.428571429,,3.865267963
6037137501,7.973324997,,6.35,,2.167216722,,2.303376415,,7.833,,6.989494747,,5.776,,2.537917088,,2,1.428571429,,4.616139982
6037137502,6.235281859,,6.32,,0.7400740074,,4.231038974,,3.921,,8.27813907,,3.6,,0.3640040445,,2,1.428571429,,3.950784
6037137504,6.435344378,,3.36,,1.135113511,,0.3847309889,,2.257,,0.3981990995,,2.726,,0.8897876643,,2,1.428571429,,1.607142063
6037138000,5.845576743,,3.65,,2.460246025,,1.856527402,,6.057,,3.806903452,,3.921,,3.640040445,,2,1.428571429,,3.446067131
6037139001,9.457122017,,7.22,,2.460246025,,2.804328224,,5.126,,5.510755378,,5.201,,0.5864509606,,2,1.428571429,,3.94716494
6037139200,9.512347609,,7.58,,3.728372837,,4.477507264,,7.253,,4.75937969,,4.476,,1.739130435,,2,1.428571429,,4.606643275
6037139301,9.292487236,,8.55,,3.438343834,,2.458671476,,8.458,,4.226113057,,2.477,,3.498483316,,2,1.428571429,,4.379504267
6037139302,9.506095655,,7.78,,3.847384738,,7.269812644,,7.341,,9.053526763,,7.871,,4.742163802,,2,1.428571429,,6.321478954
6037139303,9.506095655,,7.27,,3.690369037,,7.235747921,,6.153,,7.113556778,,8.417,,0.8897876643,,2,1.428571429,,5.49717188
6037139401,9.283109305,,7.18,,2.460246025,,5.599639315,,0.321,,8.67833917,,8.119,,2.699696663,,2,1.428571429,,4.530016616
6037139402,9.266437428,,7.11,,2.086208621,,1.856527402,,4.184,,6.192096048,,3.814,,2.072800809,,2,1.428571429,,3.710759781
6037139502,9.113264562,,7.12,,4.081408141,,2.558861837,,7.669,,7.509754877,,6.998,,4.388270981,,2,1.428571429,,5.211498601
6037139503,9.33104095,,6.26,,2.96829683,,5.379220519,,6.913,,6.913456728,,9.034,,N/A,,2,1.428571429,,0
6037139504,9.33104095,,7.09,,3.262326233,,6.522392546,,8.549,,9.811905953,,8.001,,2.659251769,,2,1.428571429,,6.276316826
6037139505,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.045500506,,,N/A,,0
6037139506,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.479271992,,,N/A,,0
6037139600,9.183078045,,6.74,,2.845284528,,2.85041579,,8.039,,8.307153577,,6.816,,2.002022245,,2,1.428571429,,5.132366675
6037139701,8.503699073,,6.98,,1.255125513,,0.2735196874,,1.584,,0.7343671836,,2.058,,1.05156724,,2,1.428571429,,1.786735993
6037139702,6.802125664,,6,,2.330233023,,0.9297665565,,3.644,,2.442221111,,1.33,,N/A,,1,0,,0
6037139703,7.273106179,,4.56,,1.621162116,,2.722172127,,3.358,,5.874937469,,2.64,,0.1011122346,,2,1.428571429,,3.148944626
6037139704,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.8190091001,,,N/A,,0
6037139705,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.13346815,,,N/A,,0
6037139801,7.721162863,,4.18,,1.478147815,,0.8816751828,,4.826,,3.874937469,,6.369,,0.6471183013,,2,1.428571429,,3.091444806
6037139802,6.803167657,,3.57,,1.679167917,,1.667167618,,3.227,,4.226113057,,2.804,,0.2831142568,,2,1.428571429,,2.640521554
6037141101,6.315515265,,6.48,,0.695069507,,2.890491935,,3.644,,8.847423712,,1.987,,3.660262892,,2,1.428571429,,3.920892723
6037141102,6.393664687,,6.18,,1.081108111,,3.58180543,,1.711,,6.35917959,,1.428,,1.05156724,,1,0,,2.836114791
6037141201,6.748984058,,6.38,,1.202120212,,3.58180543,,4.826,,6.324162081,,1.428,,0.1921132457,,1,0,,3.313002519
6037141202,6.420756486,,5.15,,0.1150115012,,2.722172127,,8.274,,5.546773387,,2.804,,2.649140546,,1,0,,3.753575998
6037141302,6.993852245,,6.27,,0.5100510051,,1.667167618,,N/A,,5.404702351,,4.819,,N/A,,1,0,,0
6037141303,6.993852245,,6.13,,1.135113511,,2.9085262,,3.771,,8.67833917,,3.697,,4.88372093,,1,0,,3.967507154
6037141304,6.993852245,,6.22,,0.8420842084,,3.616872057,,5.252,,4.969484742,,4.6,,0.2527805865,,1,0,,3.399610668
6037141305,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.963599596,,,N/A,,0
6037141306,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.08088978766,,,N/A,,0
6037141400,7.56486402,,6.95,,1.081108111,,2.045887186,,2.82,,7.756878439,,2.377,,4.782608696,,1,0,,3.467756874
